id_be,id_be_akz,handelsname,pharmazeutischer_unternehmer,therapiegebiet,therapiegebiet_atc,therapeutisches_gebiet_text,orphan_drug,atmp,pat_gr_id,wirkstoff_inn,datum_beschluss,patientengruppe,zn_ausmass,zn_wahrscheinlichkeit,zvt_best,quelle_url
59,2013-04-01-D-049,Galvus,Novartis Pharma GmbH,Stoffwechselkrankheiten,Metabolik/Diabetes,Diabetes mellitus Typ 2 (Stoffwechselkrankheiten),False,False,91,Vildagliptin,2013-10-01,"Erwachsene Patienten mit Diabetes mellitus Typ 2, deren Blutzucker trotz Monotherapie mit maximal verträglichen Dosen von  Metformin  unzureichend eingestellt ist",Kein Zusatznutzen belegt,,Sulfonylharnstoff (Glibenclamid oder Glimepirid) + Metformin,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/54/
63,2013-04-01-D-057,Perjeta,Roche Pharma AG,onkologische Erkrankungen,Onkologie,Mammakarzinom (onkologische Erkrankungen),False,False,105,Pertuzumab,2013-10-01,"HER2-positiver metastasierter Brustkrebs, Patienten mit viszeraler Metastasierung",Beträchtlich,Anhaltspunkt,"Trastuzumab in Kombination mit einem Taxan (Paclitaxel, Docetaxel)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/65/
63,2013-04-01-D-057,Perjeta,Roche Pharma AG,onkologische Erkrankungen,Onkologie,Mammakarzinom (onkologische Erkrankungen),False,False,106,Pertuzumab,2013-10-01,"HER2-positiver metastasierter Brustkrebs, Patienten mit nicht viszeraler Metastasierung",Kein Zusatznutzen belegt,,"Trastuzumab in Kombination mit einem Taxan (Paclitaxel, Docetaxel)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/65/
63,2013-04-01-D-057,Perjeta,Roche Pharma AG,onkologische Erkrankungen,Onkologie,Mammakarzinom (onkologische Erkrankungen),False,False,107,Pertuzumab,2013-10-01,"HER2-positiver lokal rezidivierender, inoperabler Brustkrebs",Kein Zusatznutzen belegt,,Strahlentherapie,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/65/
65,2013-04-01-D-063,Komboglyze,Bristol-Myers Squibb GmbH & Co. KGaA/ AstraZeneca GmbH,Stoffwechselkrankheiten,,Diabetes mellitus Typ 2 (Stoffwechselkrankheiten),False,False,110,Saxagliptin/Metformin,2013-10-01,"Erwachsene Patienten mit Diabetes mellitus Typ 2, wenn die Kombinationstherapie aus der maximal verträglichen Dosis sowohl von Metformin als auch des Sulfonylharnstoffs den Blutzucker nicht ausreichend kontrolliert",Kein Zusatznutzen belegt,,"Humaninsulin + Metformin
(Hinweis: ggf. Therapie nur mit Humaninsulin, wenn Metformin nicht ausreichend wirksam ist).",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/66/
68,2013-05-01-D-065,Constella,Almirall Hermal GmbH,Krankheiten des Verdauungssystems,Gastroenterologie,Reizdarmsyndrom mit Obstipation (Krankheiten des Verdauungssystems),False,False,112,Linaclotid,2013-10-17,Patienten mit mittelschwerem bis schwerem Reizdarmsyndrom mit Obstipation (RDS-O),Kein Zusatznutzen belegt,,"Ernährungsumstellung entsprechend ärztlicher Beratung sowie symptomorientierte Behandlung (Obstipation, Blähungen, Krämpfe, Schmerzen)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/70/
70,2013-06-01-D-067,Elvanse,Shire Deutschland GmbH,Psychische Erkrankungen,Psychiatrie,Aufmerksamkeitsdefizit-Hyperaktivitäts-Störungen (ADHS) bei Kindern ab 6 Jahren (Psychische Erkrankungen),False,False,115,Lisdexamfetamindimesilat,2013-11-14,"Kinder ab einem Alter von 6 Jahren mit Aufmerksamkeitsdefizit-Hyperaktivitäts-Störungen (ADHS), bei denen das Ansprechen auf eine zuvor erhaltene Behandlung mit Methylphenidat als klinisch unzureichend angesehen wird",Kein Zusatznutzen belegt,,Atomoxetin,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/71/
71,2013-06-15-D-068,Stribild,Gilead Sciences GmbH,Infektionskrankheiten,,HIV-Infektion (Infektionskrankheiten),False,False,116,Elvitegravir/Cobicistat/Emtricitabin/Tenofovirdisoproxil,2013-12-05,Therapienaive Erwachsene mit HIV-1-Infektion,Kein Zusatznutzen belegt,,Efavirenz in Kombination mit zwei Nukleosid-/Nukleotidanaloga (Tenofovirdisoproxil plus Emtricitabin oder Abacavir plus Lamivudin),https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/72/
71,2013-06-15-D-068,Stribild,Gilead Sciences GmbH,Infektionskrankheiten,,HIV-Infektion (Infektionskrankheiten),False,False,117,Elvitegravir/Cobicistat/Emtricitabin/Tenofovirdisoproxil,2013-12-05,"Therapieerfahrene Erwachsene mit HIV-1-Infektion, bei denen HIV-1 keine Mutationen aufweist, die bekanntermaßen mit Resistenzen gegen einen der drei antiretroviralen Wirkstoffe von Stribild assoziiert sind",Kein Zusatznutzen belegt,,"Individuelle antiretrovirale Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen; aufgrund eines virologischen Versagens und etwaiger einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/72/
72,2013-07-01-D-070,Nevanac,Alcon Pharma GmbH,Augenerkrankungen,Ophthalmologie,Postoperativer Schmerz nach Eingriff am Auge (Augenerkrankungen),False,False,118,Nepafenac,2013-12-19,Erwachsene Patienten mit postoperativen Schmerz- und Entzündungszuständen bei Kataraktoperationen und erwachsene Diabetes-Patienten mit Risiko für postoperative Makulaödeme in Zusammenhang mit Kataraktoperationen.,Kein Zusatznutzen belegt,,Diclofenac Augentropfen,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/73/
76,2013-09-01-D-073,Xtandi,Astellas Pharma GmbH,onkologische Erkrankungen,Onkologie,Prostatakarzinom (onkologische Erkrankungen),False,False,123,Enzalutamid,2014-02-20,"Erwachsene Männer mit metastasiertem kastrationsresistentem Prostatakarzinom, deren Erkrankung während oder nach einer Chemotherapie mit Docetaxel fortschreitet",Beträchtlich,Hinweis,Best-Supportive-Care (z. B. adäquate Schmerztherapie),https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/76/
78,2013-09-15-D-074,Zelboraf,Roche Pharma AG,onkologische Erkrankungen,Onkologie,Melanom (onkologische Erkrankungen),False,False,125,Vemurafenib,2014-03-06,Erwachsene Patienten mit BRAF-V600 Mutation-positivem nicht resezierbarem oder metastasiertem Melanom,Beträchtlich,Hinweis,Dacarbazin,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/79/
79,2013-10-01-D-076,Tafinlar,GlaxoSmithKline GmbH & Co. KG,onkologische Erkrankungen,Onkologie,Melanom (onkologische Erkrankungen),False,False,126,Dabrafenib,2014-04-03,Erwachsene Patienten mit BRAF-V600-Mutation-positivem nicht-resezierbarem oder metastasiertem Melanom,Kein Zusatznutzen belegt,,Vemurafenib,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/80/
81,2013-10-01-D-078,Aubagio,sanofi-aventis groupe/Genzyme GmbH,Krankheiten des Nervensystems,Rheumatologie/Immunologie,Multiple Sklerose (Krankheiten des Nervensystems),False,False,128,Teriflunomid,2014-03-20,Erwachsene Patienten mit schubförmig- remittierender Multipler Sklerose,Kein Zusatznutzen belegt,,Die zweckmäßige Vergleichstherapie für die Behandlung von erwachsenen Patienten mit schubförmig-remittierender Multipler Sklerose (MS) ist Beta-Interferon (IFN-ß) 1a oder IFN-ß 1b oder Glatirameracetat unter Beachtung des jeweils zugelassenen Anwendungsgebietes.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/81/
82,2013-10-01-D-080,Eylea,Bayer Vital GmbH,Augenerkrankungen,Ophthalmologie,Makulaödem infolge eines retinalen Zentralvenenverschlusses (Augenerkrankungen),False,False,129,Aflibercept,2014-03-20,Erwachsene mit einer Visusbeeinträchtigung aufgrund eines Makulaödems infolge eines retinalen Zentralvenenverschluss (ZVV).,Kein Zusatznutzen belegt,,Dexamethason (Intravitreales Implantat) oder Ranibizumab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/83/
85,2013-11-15-D-081,Xoterna Breezhaler,Novartis Pharma GmbH,Krankheiten des Atmungssystems,,Chronisch obstruktive Lungenerkrankungen (Krankheiten des Atmungssystems),False,False,130,Indacaterol/Glycopyrronium,2014-05-08,Erwachsene Patienten mit COPD Stufe II,Gering,Anhaltspunkt,langwirksame Beta-2-Sympathomimetika (Formoterol oder Salmeterol) oder langwirksame Anticholinergika (Tiotropium) oder die Kombination beider Wirkstoffklassen,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/86/
85,2013-11-15-D-081,Xoterna Breezhaler,Novartis Pharma GmbH,Krankheiten des Atmungssystems,,Chronisch obstruktive Lungenerkrankungen (Krankheiten des Atmungssystems),False,False,131,Indacaterol/Glycopyrronium,2014-05-08,Erwachsene Patienten mit COPD Stufe III mit höchstens einer Exazerbation pro Jahr,Gering,Hinweis,langwirksame Beta-2-Sympathomimetika (Formoterol oder Salmeterol) oder langwirksame Anticholinergika (Tiotropium) oder die Kombination beider Wirkstoffklassen,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/86/
85,2013-11-15-D-081,Xoterna Breezhaler,Novartis Pharma GmbH,Krankheiten des Atmungssystems,,Chronisch obstruktive Lungenerkrankungen (Krankheiten des Atmungssystems),False,False,132,Indacaterol/Glycopyrronium,2014-05-08,Erwachsene Patienten mit COPD Stufe IV mit höchstens einer Exazerbation pro Jahr,Kein Zusatznutzen belegt,,langwirksame Beta-2-Sympathomimetika (Formoterol oder Salmeterol) oder langwirksame Anticholinergika (Tiotropium) oder die Kombination beider Wirkstoffklassen,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/86/
85,2013-11-15-D-081,Xoterna Breezhaler,Novartis Pharma GmbH,Krankheiten des Atmungssystems,,Chronisch obstruktive Lungenerkrankungen (Krankheiten des Atmungssystems),False,False,133,Indacaterol/Glycopyrronium,2014-05-08,Erwachsene Patienten mit COPD Stufe III und Stufe IV mit ≥ 2 Exazerbationen pro Jahr,Kein Zusatznutzen belegt,,langwirksame Beta-2-Sympathomimetika (Formoterol oder Salmeterol) oder langwirksame Anticholinergika (Tiotropium) oder die Kombination beider Wirkstoffklassen zusätzlich inhalative Corticosteroide,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/86/
275,2017-01-15-D-270,Caprelsa,Genzyme GmbH,onkologische Erkrankungen,Onkologie,Schilddrüsenneoplasien (onkologische Erkrankungen),False,False,518,Vandetanib,2017-07-06,"Jugendliche und Kinder im Alter von 5 Jahren und älter für die Behandlung eines aggressiven und symptomatischen medullären Schilddrüsenkarzinoms (MTC) bei Patienten mit nicht resektabler, lokal fortgeschrittener oder metastasierter Erkrankung",Nicht quantifizierbar,Anhaltspunkt,Best Supportive Care,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/273/
276,2017-01-15-D-271,Cinqaero,Teva GmbH,Krankheiten des Atmungssystems,Pneumologie,Asthma bronchiale (Krankheiten des Atmungssystems),False,False,542,Reslizumab,2017-07-06,"Erwachsene Patienten mit schwerem eosinophilem Asthma, die nicht oder nur im Rahmen von akuten Exazerbationen mit oralen Corticosteroiden behandelt werden",Kein Zusatznutzen belegt,,"eine patientenindividuelle Therapieeskalation: 
-	der hochdosierten inhalativen Corticosteroide und der langwirksamen Bronchodilatatoren (LABA) mit Tiotropium und ggf. orale Corticosteroide* oder
-	bei IgE-vermittelter Pathogenese des Asthmas ggf. Omalizumab zusätzlich zu hochdosierten inhalativen Corticosteroiden und langwirksamen Bronchodilatatoren (LABA) und ggf. orale Corticosteroide* oder 
-	ggf. der hochdosierten inhalativen Corticosteroide und der langwirksamen Bronchodilatatoren (LABA) mit oralen Corticosteroiden*

*Orale Corticosteroide sollten nur kurzzeitig und in der niedrigst-wirksamen Dosis eingesetzt werden.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/274/
276,2017-01-15-D-271,Cinqaero,Teva GmbH,Krankheiten des Atmungssystems,Pneumologie,Asthma bronchiale (Krankheiten des Atmungssystems),False,False,1353,Reslizumab,2017-07-06,"Erwachsene Patienten mit schwerem eosinophilem Asthma, die auch über die Behandlung akuter Exazerbationen hinaus regelmäßig mit oralen Corticosteroiden behandelt werden",Gering,Anhaltspunkt,"eine patientenindividuelle Therapieeskalation: 
-	der hochdosierten inhalativen Corticosteroide und der langwirksamen Bronchodilatatoren (LABA) mit Tiotropium und ggf. orale Corticosteroide* oder
-	bei IgE-vermittelter Pathogenese des Asthmas ggf. Omalizumab zusätzlich zu hochdosierten inhalativen Corticosteroiden und langwirksamen Bronchodilatatoren (LABA) und ggf. orale Corticosteroide* oder 
-	ggf. der hochdosierten inhalativen Corticosteroide und der langwirksamen Bronchodilatatoren (LABA) mit oralen Corticosteroiden*

*Orale Corticosteroide sollten nur kurzzeitig und in der niedrigst-wirksamen Dosis eingesetzt werden.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/274/
278,2017-02-01-D-273,Afstyla,CSL Behring GmbH,Krankheiten des Blutes und der blutbildenden Organe,Hämatologie,Hämophilie A (Krankheiten des Blutes und der blutbildenden Organe),False,False,534,Lonoctocog alfa,2017-07-20,Patienten aller Altersgruppen mit Hämophilie A (angeborener Faktor-VIII-Mangel) zur Therapie und Prophylaxe von Blutungen,Kein Zusatznutzen belegt,,rekombinante oder aus humanem Plasma gewonnene Blutgerinnungsfaktor VIII-Präparate,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/277/
279,2017-02-15-D-274,Keytruda,MSD SHARP & DOHME GMBH,onkologische Erkrankungen,Onkologie,nicht-kleinzelliges Lungenkarzinom (onkologische Erkrankungen),False,False,602,Pembrolizumab,2017-08-03,Erwachsene mit metastasierendem nicht-kleinzelligen Lungenkarzinom (NSCLC) mit PD-L1 exprimierenden Tumoren (Tumor Proportion Score [TPS] ≥ 50 %) ohne EGFR oder ALK-positive Tumormutationen Erstlinienbehandlung,Beträchtlich,Hinweis,"Patienten mit ECOG-Performance-Status 0, 1 oder 2:
•	Cisplatin in Kombination mit einem Drittgenerationszytostatikum
(Vinorelbin oder Gemcitabin oder Docetaxel oder Paclitaxel oder Pemetrexed) unter Beachtung des Zulassungsstatus
oder
•	Carboplatin in Kombination mit einem Drittgenerationszytostatikum
(nur für Patienten mit erhöhtem Risiko für Cisplatin-induzierte Nebenwirkungen im Rahmen einer Kombinationstherapie; vgl. Anlage VI zum Abschnitt K der Arzneimittel-Richtlinie)
oder
•	Carboplatin in Kombination mit nab-Paclitaxel
Patienten mit ECOG-Performance-Status 2:
•	alternativ zur Platin-basierten Kombinationsbehandlung: eine Monotherapie mit Gemcitabin oder Vinorelbin",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/278/
280,2017-03-01-D-275,Taltz,Lilly Deutschland GmbH,Hauterkrankungen,Rheumatologie/Immunologie,Plaque-Psoriasis (Hauterkrankungen),False,False,603,Ixekizumab,2017-08-17,"Erwachsene mit mittelschwerer bis schwerer Plaque-Psoriasis, die für eine systemische Therapie in Frage kommen",Beträchtlich,Hinweis,"Fumarsäureester oder Ciclosporin oder Methotrexat oder Phototherapie (Balneophototherapie, orale PUVA, NB-UV-B).

Die jeweilige Zulassung der Arzneimittel ist zu berücksichtigen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/279/
280,2017-03-01-D-275,Taltz,Lilly Deutschland GmbH,Hauterkrankungen,Rheumatologie/Immunologie,Plaque-Psoriasis (Hauterkrankungen),False,False,1392,Ixekizumab,2017-08-17,"Erwachsene mit mittelschwerer bis schwerer Plaque-Psoriasis, die auf andere systemische Therapien einschließlich Ciclosporin, Methotrexat oder PUVA (Psoralen und Ultraviolett A-Licht) nur unzureichend angesprochen haben, oder bei denen eine Kontraindikation oder Unverträglichkeit gegenüber solchen Therapien vorliegt",Gering,Hinweis,Adalimumab oder Infliximab oder Ustekinumab,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/279/
281,2017-03-01-D-276,Cosentyx,Novartis Pharma GmbH,Hauterkrankungen,Rheumatologie/Immunologie,Plaque-Psoriasis (Hauterkrankungen),False,False,604,Secukinumab,2017-08-17,"Erwachsene mit mittelschwerer bis schwerer Plaque-Psoriasis, die für eine systemische Therapie in Frage kommen",Beträchtlich,Hinweis,"Fumarsäureester oder Ciclosporin oder Methotrexat oder Phototherapie (Balneophototherapie, orale PUVA, NB-UV-B)

Die jeweilige Zulassung der Arzneimittel ist zu berücksichtigen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/280/
282,2017-04-01-D-277,Tivicay,ViiV Healthcare GmbH,Infektionskrankheiten,Infektiologie,HIV-Infektion (Infektionskrankheiten),False,False,605,Dolutegravir,2017-09-21,Nicht antiretroviral vorbehandelte HIV‐1 infizierte Kinder im Alter von ≥ 6 Jahre bis < 12 Jahren,Kein Zusatznutzen belegt,,"Antiretrovirale Therapie aus 2 NRTI (Abacavir oder Lamivudin oder Emtricitabin oder Zidovudin) und einem NNRTI (Efavirenz oder Nevirapin) oder einem Proteaseinhibitor (Lopinavir oder Atazanavir oder Darunavir, jeweils in Kombination mit Ritonavir)",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/281/
282,2017-04-01-D-277,Tivicay,ViiV Healthcare GmbH,Infektionskrankheiten,Infektiologie,HIV-Infektion (Infektionskrankheiten),False,False,1245,Dolutegravir,2017-09-21,Antiretroviral vorbehandelte HIV‐1 infizierte Kinder im Alter von ≥ 6 Jahre bis < 12 Jahren,Kein Zusatznutzen belegt,,"Individuelle antiretrovirale Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen aufgrund eines virologischen Versagens und etwaig einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen.",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/281/
283,2017-04-01-D-278,Inlyta,Pfizer Pharma GmbH,onkologische Erkrankungen,Onkologie,Nierenzellkarzinom (onkologische Erkrankungen),False,False,606,Axitinib,2017-09-21,"Erwachsene Patienten mit fortgeschrittenem Nierenzellkarzinom (renal cell cancer, RCC) nach vorangegangener Therapie mit Sunitinib",Kein Zusatznutzen belegt,,Nivolumab oder Everolimus,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/283/
283,2017-04-01-D-278,Inlyta,Pfizer Pharma GmbH,onkologische Erkrankungen,Onkologie,Nierenzellkarzinom (onkologische Erkrankungen),False,False,1217,Axitinib,2017-09-21,"Erwachsene Patienten mit fortgeschrittenem Nierenzellkarzinom (renal cell cancer, RCC) nach vorangegangener Therapie mit einem Zytokin",Gering,Anhaltspunkt,Sorafenib,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/283/
284,2017-04-01-D-279,Olumiant,Lilly Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,607,Baricitinib,2017-09-21,"Erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, bei denen keine ungünstigen Prognosefaktoren vorliegen und die unzureichend auf eine vorangegangene Behandlung mit einem krankheitsmodifizierenden Antirheumatikum (klassische DMARDs, inklusive Methotrexat (MTX)) ansprachen oder diese nicht vertragen haben; Baricitinib in Monotherapie und in Kombinationstherapie mit MTX",Kein Zusatznutzen belegt,,"Alternative klassische DMARDs, sofern geeignet (z. B. MTX, Leflunomid) als Mono- oder Kombinationstherapie",https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/284/
284,2017-04-01-D-279,Olumiant,Lilly Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,1775,Baricitinib,2017-09-21,"bDMARD-naive erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, für die eine Behandlung mit bDMARDs erstmalig angezeigt ist; Baricitinib in Monotherapie",Kein Zusatznutzen belegt,,biotechnologisch hergestellte DMARDs (bDMARD) in Kombination mit Methotrexat (MTX) (Adalimumab oder Etanercept oder Certolizumab-Pegol oder Golimumab oder Abatacept oder Tocilizumab); ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/284/
284,2017-04-01-D-279,Olumiant,Lilly Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,1776,Baricitinib,2017-09-21,"bDMARD-naive erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, für die eine Behandlung mit bDMARDs erstmalig angezeigt ist; Baricitinib in Kombinationstherapie mit MTX",Kein Zusatznutzen belegt,,biotechnologisch hergestellte DMARDs (bDMARDs) in Kombination mit Methotrexat (Adalimumab oder Etanercept oder Certolizumab-Pegol oder Golimumab oder Abatacept oder Tocilizumab),https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/284/
284,2017-04-01-D-279,Olumiant,Lilly Deutschland GmbH,Krankheiten des Muskel-Skelett-Systems,Rheumatologie/Immunologie,rheumatoide Arthritis (Krankheiten des Muskel-Skelett-Systems),False,False,1777,Baricitinib,2017-09-21,"Erwachsene Patienten mit mittelschwerer bis schwerer aktiver rheumatoider Arthritis, die unzureichend auf eine vorangegangene Behandlung mit einem oder mehreren bDMARDs ansprachen oder diese nicht vertragen haben; Baricitinib in Monotherapie und in Kombinationstherapie mit MTX",Kein Zusatznutzen belegt,,Wechsel der bDMARD – Therapie (Adalimumab oder Etanercept oder Certolizumab-Pegol oder Golimumab oder Abatacept oder Tocilizumab; in Kombination mit Methotrexat (MTX); ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit; oder bei Patienten mit schwerer rheumatoider Arthritis Rituximab unter Berücksichtigung der Zulassung) in Abhängigkeit von der Vortherapie. Je nach Vortherapie sollte ein Wechsel des Wirkprinzips erwogen werden.,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/284/
286,2017-05-01-D-281,Alecensa,Roche Pharma AG,onkologische Erkrankungen,Hämatologie,nicht-kleinzelliges Lungenkarzinom (onkologische Erkrankungen),False,False,609,Alectinib,2017-10-19,"Erwachsene mit anaplastisch-Lymphomkinase (ALK)-positivem, fortgeschrittenem nicht-kleinzelligem Lungenkarzinom (non-small cell lung cancer, NSCLC), die zuvor mit Crizotinib behandelt wurden und die für eine Behandlung mit Docetaxel oder Pemetrexed oder Ceritinib infrage kommen",Gering,Anhaltspunkt,Docetaxel oder Pemetrexed oder Ceritinib,https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/285/
